review_page,review_title,review_content,review_star,reviewer_location,review_date,crawled_date
382,Best thing on our trip,"Our trip to the Battlebox was the most interesting of all the places we visited on our one week stay in Singapore. It's a good balance of listening, watching short videos and seeing around the bunker. Our guide was great to listen to and I learnt so much about the fall of Singapore from her. I would definitely recommend the Battlebox to anyone visiting Singapore.",50,"Perth, Australia",Feb 2017,20200310
382,Excellent historical review,A guided tour of the bunkers where the Singapore surrender of British to the Japanese in WWII. Old videos from both sides and good replicas of the bunkers. Guide was very knowledgeable.,50,"Montreal, Canada",Feb 2017,20200310
382,Battle box,"We had no plan to visit but met a couple in the park who suggested it to us. Our guide, Shar - I think - was excellent and he really made the tour come alive. We were in the bunker for nearly 90 minutes and the whole experience was first class. I suggest that the museum keeps its guided tours going. I believe that they are changing it to a self guided visit.",50,"Stamford, United Kingdom",Feb 2017,20200310
382,The Turner Family,"A very emotional tour of the battlebox for me as my father became a POW after the Japanese invasion. He survived, but it affected his whole life right up until his dying day.The tour was excellent, and I totally recommend the 2 hours of the best history lesson you could ask for.",50,,Feb 2017,20200310
383,Worthwhile visiting,"We got the idea to visit Battlebox from Trip Advisor, and it was great. Our guide Jerome was extremely knowledgeable and engaging. Well worth the entrance fee. We can highly recommend.",50,,Feb 2017,20200310
383,Battlebox,A must visit for any visitor to Singapore the tour guide was very knowledgeable and took treat pride in explaining the history of the battlebox and Singapore.,50,"Newcastle upon Tyne, United Kingdom",Feb 2017,20200310
383,Chris & Jacqui,"Excellent history lesson, very good presentation, explains why they had no choice but surrender, lucky that the decision was not just left to the English!!",50,"Darwin, Australia",Feb 2017,20200310
383,Fantastic!,"Have just returned from a tour of the Battle Box in Fort Canning Park with my two children. We were lucky to have an extremely personable and knowledgeable guide in Sharul who made this experience really memorable. He described the significance of the Hill, long before the arrival of the British and gave compelling account of the fall of Singapore and its aftermath, commenting on the different strategies employed by the British and the Japanese. I thoroughly recommend this tour to those seeking to learn more about the rich history of Singapore.",50,"Singapore, Singapore",Feb 2017,20200310
383,Enriching experience,"A great insight, authentic relics and a great tour guide. Kudos to Mr Jerome for his wonderful explanation and clear voice.",50,"Singapore, Singapore",Feb 2017,20200310
384,Very good presentation,"If you are a WWII buff, this is not to be missed. Good presentation with a knowledgeable guide. Also a great way to get out of the Singapore heat for a bit (its air conditioned.)",50,"Shenzhen, China",Feb 2017,20200310
384,Historical Fun,"It's hard to find things to do as a Singaporean parent to satisfy the insatiable curiosity of my 7 and 5-year olds and we happened to be strolling around Fort Canning when we stumbled upon the poster for Battlebox. There are fixed timings to the tour, so you might want to check out their website to avoid disappointment. There's the 1-hour Battlebox tour and the 2.5 hours Battlebox and Fort Canning tour. My son is big on WWII stuff now so we brought him for his birthday and we had real fun. Our guide, Joanne, was friendly and informative and addressed the questions of his curious audience, which mostly consisted of Caucasian tourists. We took a short 3-minute walk to the start of the air-conditioned tunnels. It's definitely not a tour for screaming kids or those who might be inclined to claustrophobia. The tour was a mixture of presentation by Joanne and watching three videos. The best part of the tour was the parts of the tunnels which were from the time of the war (doors which were sliced to allow for more ventilation, Japanese writing etched on the wall, a generator of sorts). There are a lot of realistic wax sculptures and interesting production design to recreate the final days of WWII. Our guide told us about how they might be changing it to allow for a self-guided tour, though I kind of like the personal human-element of the tour. I craved more WWII artefacts to be on displayed within the tunnels. There's a nice store which sells interesting books at the end of the tour. I bought a thick book on The Fall of Singapore and two other books for my son, but I think I'm enjoying the books as much as he is.",40,"Singapore, Singapore",Feb 2017,20200310
